make,model,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,registrationcity,registrationstate,Selling_Price
Maruti,S Presso,2021.0,Petrol + Cng,24740.0,1,Manual,Hatchback,Chandigarh,Chandigarh,421000.0
Volkswagen,Polo,2016.0,Petrol,65253.0,1,Automatic,Hatchback,Chandigarh,Chandigarh,612000.0
Honda,Jazz,2018.0,Petrol,64886.0,1,Manual,Hatchback,Bangalore,Karnataka,657100.0
Hyundai,Elite I20,2016.0,Diesel,97593.0,2,Manual,Hatchback,Chandigarh,Chandigarh,609000.0
Ford,Ecosport,2016.0,Petrol,12388.0,1,Automatic,SUV,Mangalore,Karnataka,777300.0
Hyundai,Venue,2019.0,Petrol,12218.0,1,Manual,SUV,Bangalore South,Karnataka,873000.0
Maruti,S Presso,2020.0,Petrol,9547.0,1,Manual,Hatchback,Bengaluru,Karnataka,444000.0
Maruti,Wagon R 1.0,2015.0,Petrol,65941.0,1,Manual,Hatchback,Patna,Bihar,331000.0
Hyundai,Elite I20,2018.0,Petrol,49260.0,1,Manual,Hatchback,Bangalore South,Karnataka,753000.0
Maruti,Swift,2014.0,Petrol,47799.0,1,Manual,Hatchback,Barasat,West Bengal,374800.0
Hyundai,Verna,2018.0,Petrol,40468.0,1,Manual,Sedan,Hyderabad,Telangana,1000500.0
Maruti,Vitara Brezza,2017.0,Diesel,72969.0,2,Manual,SUV,Electronic City,Karnataka,831000.0
Hyundai,Creta,2018.0,Petrol,23349.0,1,Manual,SUV,Mysore,Karnataka,1035000.0
Ford,Ecosport,2018.0,Petrol,24659.0,2,Manual,SUV,Bengaluru,Karnataka,1001000.0
Hyundai,Grand I10,2019.0,Petrol,13705.0,1,Automatic,Hatchback,Bangalore,Karnataka,709000.0
Maruti,Swift,2016.0,Petrol,51856.0,1,Manual,Hatchback,Hyderabad,Telangana,548100.0
Hyundai,New Santro,2020.0,Petrol,9244.0,1,Manual,Hatchback,Jalandhar,Punjab,420300.0
Tata,Tiago,2018.0,Petrol,11664.0,1,Manual,Hatchback,Indore,Madhya Pradesh,464000.0
Honda,City,2018.0,Petrol,44414.0,1,Automatic,Sedan,Hyderabad,Telangana,868200.0
Maruti,Dzire,2019.0,Diesel,84078.0,1,Automatic,Sedan,Dewas,Madhya Pradesh,825900.0
Hyundai,Creta,2019.0,Petrol,41611.0,2,Automatic,SUV,Hyderabad,Telangana,1316000.0
Hyundai,Grand I10,2017.0,Petrol,50978.0,2,Manual,Hatchback,Hyderabad,Telangana,468000.0
Maruti,Celerio,2019.0,Petrol,81455.0,2,Automatic,Hatchback,Hyderabad,Telangana,488000.0
Maruti,Swift,2013.0,Petrol,54879.0,1,Manual,Hatchback,Indore,Madhya Pradesh,407000.0
Hyundai,Eon,2016.0,Petrol,31472.0,1,Manual,Hatchback,Patna,Bihar,288000.0
Maruti,New  Wagon-R,2022.0,Petrol,7585.0,1,Manual,Hatchback,Patna,Bihar,617000.0
Maruti,Wagon R 1.0,2015.0,Petrol,55825.0,1,Manual,Hatchback,South 24 Parganas,West Bengal,310000.0
Kia,Carens,2022.0,Diesel,23904.0,1,Manual,Hatchback,Indore,Madhya Pradesh,1364800.0
Hyundai,Grand I10,2015.0,Petrol,40426.0,1,Manual,Hatchback,Dharwad,Karnataka,485000.0
Tata,Altroz,2021.0,Petrol,15249.0,1,Manual,Hatchback,Hyderabad,Telangana,829000.0
Hyundai,Grand I10 Nios,2019.0,Petrol,66823.0,2,Manual,Hatchback,Jaipur,Rajasthan,678400.0
Hyundai,Grand I10,2013.0,Petrol,46745.0,2,Manual,Hatchback,Mangalore,Karnataka,409000.0
Hyundai,Grand I10,2016.0,Petrol,55918.0,1,Manual,Hatchback,Howrah,West Bengal,393000.0
Tata,Tiago,2019.0,Petrol,58122.0,1,Manual,Hatchback,Indore,Madhya Pradesh,511000.0
Hyundai,Grand I10,2018.0,Petrol,48936.0,1,Manual,Hatchback,Bangalore K R Puram,Karnataka,554000.0
Hyundai,Aura,2020.0,Petrol,4433.0,1,Manual,Sedan,Kolkata,West Bengal,688000.0
Maruti,Alto 800,2015.0,Petrol,69225.0,2,Manual,Hatchback,Hyderabad,Telangana,247000.0
Honda,Amaze,2019.0,Petrol,42097.0,1,Manual,Sedan,Bangalore,Karnataka,647000.0
Ford,Ecosport,2013.0,Petrol,59813.0,2,Manual,SUV,Kolkata,West Bengal,491000.0
Honda,Amaze,2020.0,Petrol,14709.0,1,Automatic,Sedan,Bangalore Central,Karnataka,899999.0
Hyundai,Grand I10 Nios,2020.0,Petrol,17727.0,2,Automatic,Hatchback,Hyderabad,Telangana,740000.0
Hyundai,Grand I10,2018.0,Petrol + Cng,54877.0,1,Manual,Hatchback,Panchkula,Haryana,492400.0
Maruti,Baleno,2017.0,Petrol,25993.0,1,Manual,Hatchback,Mohali,Punjab,578699.0
Hyundai,Elite I20,2015.0,Diesel,62303.0,1,Manual,Hatchback,Bengaluru,Karnataka,669000.0
Maruti,Ciaz,2015.0,Petrol,82635.0,2,Automatic,Sedan,Bengaluru,Karnataka,591400.0
Maruti,Wagon R 1.0,2015.0,Petrol,71243.0,1,Manual,Hatchback,Barrackpore,West Bengal,309700.0
Hyundai,Elite I20,2019.0,Petrol,23982.0,1,Manual,Hatchback,Bangalore K R Puram,Karnataka,867100.0
Maruti,Swift,2018.0,Petrol,27693.0,1,Manual,Hatchback,Bengaluru,Karnataka,681200.0
Hyundai,Eon,2016.0,Petrol,22779.0,2,Manual,Hatchback,Bengaluru,Karnataka,338000.0
Hyundai,I10,2010.0,Petrol,63059.0,2,Manual,Hatchback,Bengaluru,Karnataka,309000.0
Maruti,Celerio,2017.0,Petrol,59180.0,1,Automatic,Hatchback,Hyderabad,Telangana,469000.0
Honda,Wr-V,2018.0,Petrol,32763.0,2,Manual,SUV,Kolkata,West Bengal,753000.0
Maruti,Vitara Brezza,2020.0,Petrol,20479.0,1,Automatic,SUV,Hyderabad,Telangana,1149000.0
Hyundai,Grand I10,2014.0,Petrol,68443.0,1,Manual,Hatchback,Bengaluru,Karnataka,434000.0
Maruti,Swift,2014.0,Petrol + Cng,18112.0,2,Manual,Hatchback,Patna,Bihar,405000.0
Hyundai,Elite I20,2017.0,Petrol,38387.0,1,Manual,Hatchback,Electronic City,Karnataka,733000.0
Maruti,Vitara Brezza,2022.0,Petrol,13389.0,1,Manual,SUV,Hyderabad,Telangana,1022300.0
Hyundai,Grand I10,2015.0,Petrol,13383.0,2,Manual,Hatchback,Bangalore,Karnataka,480000.0
Hyundai,Elite I20,2016.0,Petrol,31567.0,1,Manual,Hatchback,Hyderabad,Telangana,624500.0
Hyundai,Grand I10,2016.0,Petrol,25557.0,1,Manual,Hatchback,Kolkata,West Bengal,376300.0
Hyundai,Venue,2020.0,Petrol,21975.0,1,Manual,SUV,Lucknow,Uttar Pradesh,1119000.0
Hyundai,Verna,2018.0,Petrol,74975.0,1,Automatic,Sedan,Bengaluru,Karnataka,1024100.0
Hyundai,Elite I20,2017.0,Petrol,37627.0,1,Manual,Hatchback,Bengaluru,Karnataka,750000.0
Tata,Nexon,2020.0,Diesel,85898.0,1,Manual,SUV,Indore,Madhya Pradesh,904000.0
Hyundai,Verna,2013.0,Petrol,81579.0,2,Manual,Sedan,Hyderabad,Telangana,561900.0
Honda,City,2012.0,Petrol,90334.0,1,Manual,Sedan,Bengaluru,Karnataka,475000.0
Hyundai,I20 Active,2016.0,Petrol,92763.0,2,Manual,Hatchback,Bengaluru,Karnataka,621500.0
Hyundai,New Santro,2019.0,Petrol,40607.0,1,Manual,Hatchback,Mysore,Karnataka,501000.0
Mahindra,Kuv100,2018.0,Petrol,63371.0,1,Manual,SUV,Indore,Madhya Pradesh,476000.0
Hyundai,Eon,2018.0,Petrol,18754.0,1,Manual,Hatchback,Patna,Bihar,315000.0
Mahindra,Xuv 3Oo,2022.0,Petrol,13194.0,1,Manual,Hatchback,Hyderabad,Telangana,1142000.0
Maruti,Wagon R 1.0,2015.0,Petrol,43734.0,1,Manual,Hatchback,Jalandhar,Punjab,352000.0
Maruti,Ciaz,2016.0,Diesel,95153.0,1,Manual,Sedan,Electronic City,Karnataka,765000.0
Hyundai,New Elantra,2017.0,Diesel,47445.0,1,Automatic,Luxury Sedan,Ratnagiri,Maharashtra,1364800.0
Hyundai,Elite I20,2016.0,Petrol,6356.0,2,Manual,Hatchback,Kolkata,West Bengal,465099.0
Maruti,Vitara Brezza,2021.0,Petrol,11958.0,1,Manual,SUV,Bengaluru,Karnataka,1009200.0
Maruti,Alto 800,2014.0,Petrol,31540.0,1,Manual,Hatchback,Patna,Bihar,240600.0
Hyundai,Grand I10,2015.0,Petrol,49350.0,1,Manual,Hatchback,Kolkata,West Bengal,359300.0
Maruti,S Cross,2021.0,Petrol,40623.0,1,Manual,SUV,Hyderabad,Telangana,1190000.0
Honda,Jazz,2017.0,Petrol,54016.0,1,Manual,Hatchback,Kolkata,West Bengal,462000.0
Hyundai,Eon,2013.0,Petrol,40207.0,2,Manual,Hatchback,Howrah,West Bengal,186000.0
Hyundai,Creta,2016.0,Petrol,30180.0,1,Manual,SUV,Bengaluru,Karnataka,919000.0
Renault,Kwid,2020.0,Petrol,30078.0,1,Manual,Hatchback,Bharatpur,Rajasthan,420000.0
Ford,Ecosport,2014.0,Diesel,77763.0,2,Manual,SUV,Banglore-Cafe Dly,Karnataka,624800.0
Hyundai,Elite I20,2016.0,Petrol,85215.0,1,Manual,Hatchback,Hyderabad,Telangana,630000.0
Hyundai,Xcent,2014.0,Petrol,36857.0,2,Manual,Sedan,Kolkata,West Bengal,381000.0
Maruti,Baleno,2018.0,Petrol,58367.0,1,Manual,Hatchback,Hyderabad,Telangana,692600.0
Hyundai,New Santro,2021.0,Petrol,28957.0,1,Manual,Hatchback,Bangalore Central,Karnataka,567400.0
Kia,Seltos,2021.0,Petrol,4834.0,1,Manual,SUV,Bangalore Central,Karnataka,1364800.0
Maruti,Baleno,2015.0,Petrol,90821.0,2,Manual,Hatchback,Chandigarh,Chandigarh,491000.0
Maruti,Ignis,2017.0,Petrol,38207.0,1,Manual,Hatchback,Hyderabad,Telangana,513000.0
Honda,City,2017.0,Petrol,21247.0,1,Automatic,Sedan,Gurgaon,Haryana,960700.0
Hyundai,Elite I20,2017.0,Petrol,94366.0,2,Manual,Hatchback,Hyderabad,Telangana,555300.0
Datsun,Redi Go,2016.0,Petrol,54680.0,1,Manual,Hatchback,Bangalore South,Karnataka,255000.0
Hyundai,Elite I20,2016.0,Petrol,36051.0,1,Manual,Hatchback,Bangalore,Karnataka,690000.0
Hyundai,Elite I20,2019.0,Petrol,22247.0,1,Manual,Hatchback,Bangalore Central,Karnataka,740000.0
Hyundai,Elite I20,2015.0,Diesel,76750.0,1,Manual,Hatchback,Ghaziabad,Uttar Pradesh,523000.0
Hyundai,Grand I10,2014.0,Petrol,47307.0,2,Manual,Hatchback,Bengaluru,Karnataka,429000.0
Honda,City,2015.0,Petrol,87748.0,1,Manual,Sedan,Mattanchery,Kerala,619100.0
Maruti,Wagon R 1.0,2016.0,Petrol,24036.0,2,Manual,Hatchback,Bengaluru,Karnataka,433000.0
Tata,Harrier,2020.0,Diesel,44562.0,1,Manual,SUV,Patna,Bihar,1364800.0
Honda,City,2018.0,Petrol,54891.0,1,Manual,Sedan,Ernakulam,Kerala,824000.0
Hyundai,Aura,2021.0,Diesel,16518.0,1,Automatic,Sedan,Hyderabad,Telangana,895800.0
Hyundai,I10,2011.0,Petrol,45865.0,1,Manual,Hatchback,Bangalore K R Puram,Karnataka,327000.0
Mg,Astor,2022.0,Petrol,3715.0,1,Manual,Hatchback,Bangalore South,Karnataka,1364800.0
Ford,Freestyle,2020.0,Petrol,20497.0,1,Manual,Hatchback,Hyderabad,Telangana,669900.0
Skoda,Rapid,2020.0,Petrol,11599.0,1,Manual,Sedan,Bangalore South,Karnataka,1071400.0
Hyundai,Elite I20,2019.0,Petrol,9925.0,1,Manual,Hatchback,Bangalore,Karnataka,858000.0
Renault,Kwid,2018.0,Petrol,25949.0,1,Automatic,Hatchback,Bangalore,Karnataka,473000.0
Maruti,Alto 800,2013.0,Petrol,19228.0,1,Manual,Hatchback,Kolkata,West Bengal,219000.0
Hyundai,Elite I20,2014.0,Diesel,83230.0,1,Manual,Hatchback,Bengaluru,Karnataka,607000.0
Maruti,Wagon R 1.0,2012.0,Petrol,56328.0,1,Manual,Hatchback,Bengaluru,Karnataka,329300.0
Maruti,Alto 800,2014.0,Petrol,43416.0,1,Manual,Hatchback,Hooghly,West Bengal,227000.0
Honda,Wr-V,2019.0,Petrol,17934.0,1,Manual,SUV,Bangalore,Karnataka,828000.0
Maruti,Vitara Brezza,2020.0,Diesel,51689.0,1,Manual,SUV,Barrackpore,West Bengal,773000.0
Renault,Kwid,2018.0,Petrol,23640.0,1,Automatic,Hatchback,Bangalore K R Puram,Karnataka,484000.0
Hyundai,Xcent,2019.0,Petrol,10918.0,1,Manual,Sedan,Hyderabad,Telangana,773000.0
Renault,Kiger,2021.0,Petrol,16203.0,1,Manual,Hatchback,Bengaluru,Karnataka,1057200.0
Hyundai,Grand I10,2014.0,Petrol,47426.0,1,Manual,Hatchback,Jind,Haryana,383000.0
Maruti,Swift,2017.0,Petrol,24858.0,1,Manual,Hatchback,Bangalore South,Karnataka,626000.0
Maruti,Celerio,2016.0,Petrol,69409.0,2,Automatic,Hatchback,Hyderabad,Telangana,420000.0
Tata,Nexon,2019.0,Petrol,15281.0,1,Manual,SUV,Bengaluru,Karnataka,831000.0
Ford,Freestyle,2019.0,Petrol,32105.0,1,Manual,Hatchback,Dharward,Karnataka,689000.0
Kia,Seltos,2020.0,Petrol,2870.0,1,Manual,SUV,Bangalore,Karnataka,1357000.0
Maruti,Swift,2018.0,Diesel,55799.0,1,Automatic,Hatchback,Bengaluru,Karnataka,813000.0
Renault,Kwid,2020.0,Petrol,19089.0,1,Manual,Hatchback,Bengaluru,Karnataka,461000.0
Renault,Kiger,2021.0,Petrol,17485.0,1,Manual,Hatchback,Bengaluru,Karnataka,1218400.0
Hyundai,I10,2011.0,Petrol,49680.0,2,Manual,Hatchback,Electronic City,Karnataka,322000.0
Tata,Harrier,2021.0,Diesel,64614.0,1,Automatic,SUV,Ambajgai,Maharashtra,1364800.0
Hyundai,Eon,2013.0,Petrol,71696.0,1,Manual,Hatchback,Hyderabad,Telangana,268000.0
Maruti,Swift,2015.0,Petrol,40211.0,1,Manual,Hatchback,Kolkata,West Bengal,478100.0
Hyundai,Grand I10,2015.0,Petrol,31080.0,2,Manual,Hatchback,Bangalore,Karnataka,434000.0
Mahindra,Xuv 3Oo,2021.0,Petrol,45419.0,1,Manual,Hatchback,Barnala,Punjab,831000.0
Renault,Duster,2019.0,Diesel,17420.0,1,Manual,SUV,Electronic City,Karnataka,1086000.0
Ford,Ecosport,2018.0,Diesel,38369.0,1,Manual,SUV,Hubli,Karnataka,1068000.0
Hyundai,Elite I20,2015.0,Diesel,88450.0,2,Manual,Hatchback,Hyderabad,Telangana,598700.0
Hyundai,Elite I20,2019.0,Petrol,33895.0,1,Manual,Hatchback,Honavar,Karnataka,767000.0
Renault,Duster,2016.0,Petrol,51296.0,2,Manual,SUV,Bengaluru,Karnataka,691300.0
Hyundai,Elite I20,2014.0,Petrol,73774.0,2,Manual,Hatchback,Perumbavoor,Kerala,532500.0
Skoda,Kushaq,2021.0,Petrol,10893.0,1,Manual,Hatchback,Bangalore,Karnataka,1364800.0
Hyundai,Creta,2015.0,Diesel,82947.0,2,Manual,SUV,Chandigarh,Chandigarh,782200.0
Maruti,Alto 800,2013.0,Petrol,32555.0,2,Manual,Hatchback,Barasat,West Bengal,228000.0
Hyundai,New I20,2021.0,Petrol,19866.0,1,Manual,Hatchback,Jaipur,Rajasthan,731200.0
Hyundai,I20 Active,2016.0,Petrol,12448.0,1,Manual,Hatchback,Bangalore,Karnataka,748000.0
Honda,City,2018.0,Petrol,64865.0,2,Manual,Sedan,Hyderabad,Telangana,956100.0
Renault,Triber,2021.0,Petrol,7453.0,1,Manual,SUV,Bangalore,Karnataka,761000.0
Ford,Freestyle,2020.0,Petrol,13606.0,1,Manual,Hatchback,Bangalore South,Karnataka,783000.0
Maruti,Wagon R 1.0,2017.0,Petrol,21921.0,1,Manual,Hatchback,Hyderabad,Telangana,456000.0
Hyundai,Elite I20,2019.0,Petrol,26605.0,2,Manual,Hatchback,Bengaluru,Karnataka,840000.0
Tata,Altroz,2020.0,Petrol,14606.0,1,Manual,Hatchback,Bangalore South,Karnataka,829800.0
Hyundai,Creta,2017.0,Diesel,93051.0,1,Manual,SUV,Kolkata,West Bengal,722000.0
Hyundai,Elite I20,2019.0,Petrol,91123.0,1,Manual,Hatchback,Kottayam,Kerala,761000.0
Mg,Astor,2021.0,Petrol,8288.0,1,Manual,Hatchback,Mangalore,Karnataka,1364800.0
Maruti,Wagon R 1.0,2017.0,Petrol,86041.0,1,Manual,Hatchback,Barasat,West Bengal,367000.0
Volkswagen,Ameo,2017.0,Petrol,95278.0,1,Manual,Sedan,Hyderabad,Telangana,540599.0
Maruti,Ignis,2017.0,Petrol,61661.0,1,Automatic,Hatchback,Bengaluru,Karnataka,625000.0
Maruti,Vitara Brezza,2018.0,Diesel,21648.0,1,Automatic,SUV,Bangalore Central,Karnataka,960000.0
Maruti,Wagon R 1.0,2016.0,Petrol,53481.0,1,Automatic,Hatchback,Nagpur,Maharashtra,403000.0
Maruti,Ignis,2020.0,Petrol,6155.0,1,Manual,Hatchback,Kolkata,West Bengal,544100.0
Hyundai,Elite I20,2019.0,Petrol,36915.0,1,Manual,Hatchback,Barrackpore,West Bengal,565000.0
Hyundai,Venue,2019.0,Diesel,97611.0,1,Manual,SUV,Hyderabad,Telangana,967000.0
Hyundai,I10,2013.0,Petrol,55166.0,1,Manual,Hatchback,Hyderabad,Telangana,369000.0
Hyundai,Grand I10,2016.0,Petrol,32344.0,1,Manual,Hatchback,Hyderabad,Telangana,463400.0
Tata,Hexa,2018.0,Diesel,41287.0,3,Automatic,SUV,Bengaluru,Karnataka,1304300.0
Maruti,Swift,2017.0,Petrol,66699.0,1,Manual,Hatchback,Jalandhar,Punjab,551000.0
Hyundai,Elite I20,2016.0,Petrol,62705.0,1,Manual,Hatchback,Bengaluru,Karnataka,618900.0
Hyundai,Grand I10,2014.0,Petrol,42974.0,2,Manual,Hatchback,Jaipur,Rajasthan,359800.0
Maruti,S Cross,2022.0,Petrol,2922.0,1,Manual,SUV,Ujjain,Madhya Pradesh,1226000.0
Hyundai,I10,2011.0,Petrol,34197.0,1,Manual,Hatchback,Banglore-Cafe Dly,Karnataka,325000.0
Maruti,Swift,2013.0,Petrol,66862.0,2,Manual,Hatchback,Indore,Madhya Pradesh,385300.0
Hyundai,Grand I10 Nios,2022.0,Petrol,28712.0,1,Manual,Hatchback,Bengaluru,Karnataka,689200.0
Hyundai,Verna,2018.0,Diesel,33336.0,1,Automatic,Sedan,Hyderabad,Telangana,1129000.0
Renault,Kwid,2020.0,Petrol,20008.0,1,Manual,Hatchback,Tripunithura,Kerala,397000.0
Hyundai,I20 Active,2017.0,Petrol,64092.0,2,Manual,Hatchback,Bangalore K R Puram,Karnataka,643100.0
Hyundai,Grand I10,2018.0,Petrol,64434.0,1,Manual,Hatchback,Ambala,Haryana,555000.0
Maruti,Ignis,2020.0,Petrol,45488.0,1,Manual,Hatchback,Lucknow,Uttar Pradesh,538000.0
Hyundai,Grand I10,2014.0,Petrol,78381.0,2,Manual,Hatchback,Electronic City,Karnataka,416000.0
Renault,Pulse,2014.0,Diesel,63610.0,1,Manual,Hatchback,Bengaluru,Karnataka,378000.0
Hyundai,Grand I10,2016.0,Petrol,35956.0,1,Manual,Hatchback,Bangalore,Karnataka,531000.0
Hyundai,Grand I10,2014.0,Petrol,38006.0,2,Manual,Hatchback,Electronic City,Karnataka,455299.0
Mahindra,Xuv500,2017.0,Diesel,25600.0,1,Manual,SUV,Bengaluru,Karnataka,1364800.0
Volkswagen,Vento,2018.0,Diesel,77026.0,1,Manual,Sedan,Bangalore South,Karnataka,933000.0
Hyundai,I10,2013.0,Petrol,59699.0,2,Manual,Hatchback,Hyderabad,Telangana,349200.0
Maruti,Wagon R 1.0,2018.0,Petrol,39382.0,1,Manual,Hatchback,Bangalore,Karnataka,436000.0
Maruti,Wagon R 1.0,2015.0,Petrol,36314.0,1,Manual,Hatchback,Hyderabad,Telangana,360100.0
Hyundai,Grand I10,2016.0,Petrol,33377.0,2,Automatic,Hatchback,Bangalore,Karnataka,564000.0
Hyundai,Grand I10,2015.0,Petrol,69194.0,1,Manual,Hatchback,Hyderabad,Telangana,467000.0
Volkswagen,Vento,2020.0,Petrol,39734.0,1,Manual,Sedan,Hyderabad,Telangana,974700.0
Maruti,Ciaz,2020.0,Petrol,68788.0,1,Manual,Sedan,Bengaluru,Karnataka,892600.0
Maruti,Wagon R 1.0,2014.0,Petrol,40416.0,1,Manual,Hatchback,Kolkata,West Bengal,339000.0
Hyundai,Elite I20,2019.0,Petrol,18755.0,2,Manual,Hatchback,Kolkata,West Bengal,609200.0
Ford,Ecosport,2018.0,Petrol,38498.0,1,Manual,SUV,Kolkata,West Bengal,748000.0
Hyundai,Venue,2019.0,Diesel,32586.0,1,Manual,SUV,Hyderabad,Telangana,1137199.0
Hyundai,Grand I10,2014.0,Petrol,55888.0,2,Manual,Hatchback,Hyderabad,Telangana,428200.0
Datsun,Redi Go,2021.0,Petrol,7524.0,1,Manual,Hatchback,Hyderabad,Telangana,454000.0
Maruti,Swift,2018.0,Petrol,99819.0,1,Manual,Hatchback,Hyderabad,Telangana,596000.0
Hyundai,Grand I10,2018.0,Petrol,21441.0,1,Manual,Hatchback,Fatehabad,Haryana,548000.0
Mahindra,Thar,2020.0,Diesel,9024.0,1,Manual,SUV,Perumbavoor,Kerala,1364800.0
Tata,Harrier,2021.0,Diesel,19425.0,1,Manual,SUV,Hyderabad,Telangana,1364800.0
Mahindra,Xuv 3Oo,2020.0,Diesel,33215.0,2,Manual,SUV,Bangalore South,Karnataka,1021200.0
Hyundai,Elite I20,2019.0,Petrol,30587.0,1,Automatic,Hatchback,Mysore,Karnataka,904000.0
Hyundai,Creta,2018.0,Diesel,54465.0,2,Manual,SUV,Bengaluru,Karnataka,1172200.0
Honda,Brio,2013.0,Petrol,75099.0,2,Manual,Hatchback,Bengaluru,Karnataka,342000.0
Maruti,New  Wagon-R,2019.0,Petrol,31357.0,1,Automatic,Hatchback,Jaipur,Rajasthan,541600.0
Hyundai,Venue,2021.0,Petrol,7911.0,1,Manual,SUV,Bengaluru,Karnataka,1181000.0
Maruti,Wagon R 1.0,2014.0,Petrol,18671.0,1,Manual,Hatchback,Bengaluru,Karnataka,404000.0
Renault,Kiger,2021.0,Petrol,14561.0,1,Manual,Hatchback,Bengaluru,Karnataka,1042700.0
Ford,Freestyle,2019.0,Diesel,32195.0,2,Manual,Hatchback,Bangalore Central,Karnataka,745000.0
Maruti,Alto 800,2013.0,Petrol,80665.0,3,Manual,Hatchback,Bengaluru,Karnataka,230000.0
Mahindra,Xuv500,2018.0,Diesel,43514.0,2,Automatic,SUV,Bengaluru,Karnataka,1364800.0
Hyundai,Grand I10 Nios,2021.0,Petrol,4603.0,1,Automatic,Hatchback,Patna,Bihar,750400.0
Maruti,Eeco,2018.0,Petrol,56334.0,1,Manual,SUV,Electronic City,Karnataka,444000.0
Hyundai,Creta,2017.0,Petrol,54879.0,1,Manual,SUV,Bangalore K R Puram,Karnataka,902000.0
Honda,City,2012.0,Petrol,62848.0,2,Manual,Sedan,Hyderabad,Telangana,514700.0
Hyundai,Grand I10,2017.0,Petrol,41018.0,1,Manual,Hatchback,Hyderabad,Telangana,502101.0
Mahindra,Kuv 100 Nxt,2019.0,Petrol,12337.0,2,Manual,SUV,Mandya,Karnataka,614000.0
Tata,Tiago,2018.0,Petrol,90875.0,1,Manual,Hatchback,Bijapur,Karnataka,503400.0
Hyundai,Venue,2020.0,Petrol,8919.0,1,Manual,SUV,Bengaluru,Karnataka,943000.0
Maruti,Alto K10,2018.0,Petrol,64088.0,1,Manual,Hatchback,Kodungallur,Kerala,366000.0
Maruti,Dzire,2021.0,Petrol,7810.0,1,Manual,Sedan,Bengaluru,Karnataka,781000.0
Maruti,Vitara Brezza,2021.0,Petrol,11384.0,1,Manual,SUV,Bangalore,Karnataka,1132000.0
Mahindra,Bolero,2022.0,Diesel,12360.0,1,Manual,SUV,Hyderabad,Telangana,1050000.0
Maruti,New  Wagon-R,2019.0,Petrol,89152.0,1,Manual,Hatchback,Lucknow,Uttar Pradesh,504000.0
Honda,City,2017.0,Petrol,62221.0,1,Manual,Sedan,Hyderabad,Telangana,850000.0
Maruti,Ignis,2020.0,Petrol,18445.0,2,Automatic,Hatchback,Gurgaon,Haryana,570800.0
Honda,City,2019.0,Petrol,43762.0,1,Automatic,Sedan,Bangalore Central,Karnataka,1046200.0
Maruti,Alto,2021.0,Petrol,7747.0,1,Manual,Hatchback,Angamally,Kerala,370200.0
Hyundai,Grand I10 Nios,2020.0,Petrol,17706.0,1,Manual,Hatchback,Banglore-Cafe Dly,Karnataka,707000.0
Hyundai,Elite I20,2018.0,Petrol,53777.0,1,Manual,Hatchback,Udupi,Karnataka,791000.0
Maruti,Ignis,2018.0,Petrol,43573.0,1,Automatic,Hatchback,Bangalore,Karnataka,731000.0
Ford,Freestyle,2018.0,Petrol,30215.0,2,Manual,Hatchback,Cherthala,Kerala,549000.0
Maruti,Swift,2016.0,Petrol,50581.0,1,Manual,Hatchback,Bangalore Central,Karnataka,601000.0
Kia,Sonet,2020.0,Petrol,10284.0,2,Manual,SUV,Bengaluru,Karnataka,1071400.0
Hyundai,Santro Xing,2011.0,Petrol,70264.0,1,Manual,Hatchback,Bengaluru,Karnataka,295000.0
Maruti,Alto K10,2014.0,Petrol,35591.0,2,Manual,Hatchback,Hyderabad,Telangana,289000.0
Maruti,Alto 800,2013.0,Petrol,60908.0,2,Manual,Hatchback,Hyderabad,Telangana,253000.0
Honda,Wr-V,2018.0,Petrol,23453.0,1,Manual,SUV,Bangalore Central,Karnataka,856500.0
Kia,Seltos,2020.0,Diesel,44264.0,1,Automatic,SUV,Bellary,Karnataka,1364800.0
Hyundai,Grand I10,2014.0,Petrol,81167.0,1,Manual,Hatchback,Chandigarh,Chandigarh,388000.0
Maruti,Alto 800,2014.0,Petrol,23323.0,1,Manual,Hatchback,Bangalore South,Karnataka,289000.0
Renault,Kwid,2020.0,Petrol,13934.0,1,Manual,Hatchback,Bengaluru,Karnataka,547000.0
Hyundai,Grand I10,2016.0,Petrol,29731.0,1,Manual,Hatchback,Bengaluru,Karnataka,586000.0
Honda,Wr-V,2018.0,Petrol,21764.0,1,Manual,SUV,Bangalore,Karnataka,888000.0
Kia,Seltos,2020.0,Petrol,14326.0,1,Manual,SUV,Bangalore,Karnataka,1364800.0
Ford,Freestyle,2019.0,Petrol,54186.0,1,Manual,Hatchback,Hyderabad,Telangana,646000.0
Honda,Jazz,2017.0,Petrol,44626.0,1,Manual,Hatchback,Chandigarh,Chandigarh,552000.0
Honda,Amaze,2019.0,Petrol,36459.0,1,Manual,Sedan,Jaipur,Rajasthan,611000.0
Kia,Seltos,2019.0,Petrol,33637.0,1,Automatic,SUV,Chandigarh,Chandigarh,1364800.0
Hyundai,New Santro,2019.0,Petrol,21391.0,1,Manual,Hatchback,Jalandhar,Punjab,405000.0
Maruti,S Cross,2020.0,Petrol,12845.0,1,Manual,SUV,Hyderabad,Telangana,1213000.0
Hyundai,Eon,2014.0,Petrol,68687.0,2,Manual,Hatchback,Bengaluru,Karnataka,243200.0
Hyundai,Eon,2014.0,Petrol,43116.0,2,Manual,Hatchback,Hyderabad,Telangana,287000.0
