make,model,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,registrationcity,registrationstate,Selling_Price
Hyundai,Grand I10,2015.0,Diesel,48526.0,3,Manual,Hatchback,Bengaluru,Karnataka,505000.0
Maruti,S Cross,2017.0,Diesel,44289.0,1,Manual,SUV,Gorakhpur,Uttar Pradesh,760000.0
Hyundai,Eon,2018.0,Petrol,61579.0,1,Manual,Hatchback,Kalka,Haryana,327000.0
Maruti,Alto K10,2018.0,Petrol + Cng,44700.0,1,Automatic,Hatchback,Ghaziabad,Uttar Pradesh,417000.0
Renault,Captur,2019.0,Petrol,26512.0,1,Manual,SUV,Bengaluru,Karnataka,974200.0
Hyundai,Grand I10,2018.0,Petrol,35094.0,1,Manual,Hatchback,Pune,Maharashtra,559000.0
Honda,Brio,2012.0,Petrol,72280.0,2,Manual,Hatchback,Bengaluru,Karnataka,320100.0
Renault,Kwid,2018.0,Petrol,26057.0,1,Automatic,Hatchback,Faridabad,Haryana,398000.0
Datsun,Redi Go,2018.0,Petrol,72095.0,2,Automatic,Hatchback,Panipat,Haryana,323000.0
Hyundai,Grand I10 Nios,2019.0,Petrol,12697.0,1,Manual,Hatchback,Hooghly,West Bengal,523499.0
Maruti,Baleno,2019.0,Petrol,44259.0,1,Manual,Hatchback,Delhi,Delhi,564800.0
Renault,Triber,2022.0,Petrol,4704.0,1,Manual,SUV,Jaipur,Rajasthan,810200.0
Maruti,Ritz,2011.0,Petrol,40177.0,1,Manual,Hatchback,Bengaluru,Karnataka,383800.0
Renault,Captur,2018.0,Diesel,73871.0,2,Manual,SUV,Bengaluru,Karnataka,698800.0
Hyundai,Grand I10 Nios,2020.0,Petrol,16261.0,1,Manual,Hatchback,New Delhi,Delhi,592400.0
Jeep,Compass,2017.0,Diesel,51823.0,1,Manual,Luxury SUV,Mumbai East,Maharashtra,1296100.0
Hyundai,Grand I10 Nios,2020.0,Petrol,16596.0,1,Automatic,Hatchback,Gurgaon,Haryana,668700.0
Maruti,Dzire,2021.0,Petrol,12569.0,1,Manual,Sedan,Ahmedabad,Gujarat,672700.0
Kia,Seltos,2020.0,Diesel,53390.0,1,Manual,SUV,Bharuch,Gujarat,1285200.0
Maruti,Ciaz,2018.0,Diesel,97955.0,1,Manual,Sedan,Hyderabad,Telangana,694800.0
Ford,Ecosport,2019.0,Petrol,6234.0,2,Manual,SUV,Goutam  Budd  Nagar,Uttar Pradesh,788000.0
Maruti,Swift,2013.0,Petrol,48687.0,2,Manual,Hatchback,Pune,Maharashtra,465000.0
Maruti,Brezza,2022.0,Petrol,16175.0,1,Manual,Hatchback,Hyderabad,Telangana,1180000.0
Honda,City,2012.0,Petrol,60974.0,2,Manual,Sedan,Rajkot,Gujarat,481000.0
Maruti,Baleno,2021.0,Petrol,14602.0,1,Automatic,Hatchback,Gurgaon,Haryana,895500.0
Maruti,Swift,2016.0,Petrol,58738.0,2,Manual,Hatchback,New Delhi,Delhi,396400.0
Maruti,Wagon R 1.0,2018.0,Petrol,42247.0,2,Manual,Hatchback,Kolkata,West Bengal,329000.0
Maruti,Ciaz,2018.0,Petrol,19906.0,1,Manual,Sedan,Panvel,Maharashtra,714000.0
Datsun,Go Plus,2020.0,Petrol,15755.0,2,Automatic,Hatchback,Kolkatta Outbound,West Bengal,411100.0
Nissan,Micra Active,2017.0,Petrol,82635.0,2,Manual,Hatchback,Hyderabad,Telangana,388400.0
Maruti,Alto,2020.0,Petrol + Cng,35383.0,1,Manual,Hatchback,Pune,Maharashtra,407801.0
Maruti,Wagon R 1.0,2013.0,Petrol + Cng,85998.0,1,Manual,Hatchback,Gurgaon,Haryana,328000.0
Maruti,Eeco,2021.0,Petrol,6882.0,1,Manual,SUV,Hassan,Karnataka,527000.0
Hyundai,Elite I20,2014.0,Diesel,78942.0,1,Manual,Hatchback,Chennai,Tamil Nadu,524000.0
Maruti,Baleno,2021.0,Petrol,13127.0,2,Manual,Hatchback,Kolkata,West Bengal,564300.0
Maruti,Baleno,2018.0,Petrol,17476.0,2,Manual,Hatchback,Jaipur,Rajasthan,583000.0
Hyundai,I10,2014.0,Petrol,27555.0,1,Manual,Hatchback,Patna,Bihar,313000.0
Maruti,Vitara Brezza,2018.0,Diesel,62578.0,2,Manual,SUV,Bengaluru,Karnataka,914200.0
Hyundai,Creta,2019.0,Petrol,48064.0,2,Manual,SUV,Burdwan,West Bengal,939500.0
Hyundai,Grand I10,2014.0,Petrol,53604.0,2,Manual,Hatchback,Bengaluru,Karnataka,410500.0
Mahindra,Thar,2021.0,Diesel,15758.0,1,Automatic,SUV,Ernakulam,Kerala,1364800.0
Maruti,Dzire,2017.0,Petrol,26370.0,1,Manual,Sedan,Mumbai West,Maharashtra,596300.0
Maruti,Alto K10,2019.0,Petrol,8041.0,1,Automatic,Hatchback,New Delhi,Delhi,409499.0
Hyundai,Creta,2015.0,Petrol,55519.0,1,Manual,SUV,Mumbai,Maharashtra,750000.0
Hyundai,Venue,2020.0,Petrol,23817.0,1,Automatic,SUV,Hyderabad,Telangana,1060500.0
Maruti,Baleno,2017.0,Petrol,47645.0,2,Manual,Hatchback,Gurgaon,Haryana,480800.0
Tata,Nexon,2019.0,Petrol,26642.0,1,Automatic,SUV,Delhi,Delhi,872300.0
Honda,Wr-V,2021.0,Petrol,17352.0,1,Manual,SUV,Phagwara,Punjab,866349.0
Maruti,Dzire,2018.0,Petrol,27563.0,1,Manual,Sedan,Kolkata,West Bengal,469199.0
Maruti,Celerio,2014.0,Petrol,96450.0,2,Automatic,Hatchback,Ahmedabad,Gujarat,333000.0
Maruti,Wagon R 1.0,2015.0,Petrol,37740.0,1,Manual,Hatchback,Bengaluru,Karnataka,347700.0
Maruti,Swift,2015.0,Petrol,37307.0,1,Manual,Hatchback,Barrackpore,West Bengal,377299.0
Hyundai,Creta,2018.0,Diesel,50591.0,1,Manual,SUV,Hyderabad,Telangana,1095700.0
Renault,Kwid,2019.0,Petrol,20884.0,1,Manual,Hatchback,Mumbai,Maharashtra,382400.0
Maruti,Vitara Brezza,2016.0,Diesel,63385.0,1,Manual,SUV,Chandigarh,Chandigarh,641200.0
Maruti,Alto 800,2015.0,Petrol,35391.0,2,Manual,Hatchback,Barasat,West Bengal,239000.0
Maruti,Wagon R 1.0,2014.0,Petrol,27380.0,1,Manual,Hatchback,Nagpur,Maharashtra,360000.0
Toyota,Yaris,2018.0,Petrol,14652.0,1,Manual,Sedan,Delhi,Delhi,778000.0
Hyundai,Santro Xing,2012.0,Petrol,87381.0,1,Manual,Hatchback,Chennai,Tamil Nadu,272000.0
Maruti,Alto K10,2014.0,Petrol,23981.0,1,Manual,Hatchback,Bangalore K R Puram,Karnataka,301800.0
Maruti,S Presso,2020.0,Petrol,10704.0,1,Manual,Hatchback,Chennai,Tamil Nadu,477000.0
Hyundai,Venue,2020.0,Petrol,26511.0,1,Manual,SUV,Ludhiana,Punjab,927600.0
Maruti,Swift,2017.0,Petrol,53005.0,1,Manual,Hatchback,Vashi,Maharashtra,529700.0
Maruti,Swift,2013.0,Petrol,65033.0,1,Manual,Hatchback,Kolkata,West Bengal,344000.0
Maruti,Celerio,2015.0,Petrol + Cng,61421.0,2,Manual,Hatchback,Panvel,Maharashtra,378000.0
Honda,Wr-V,2019.0,Petrol,21732.0,1,Manual,SUV,Kolkata,West Bengal,625600.0
Maruti,Wagon R 1.0,2013.0,Petrol,73462.0,1,Manual,Hatchback,Kolkata,West Bengal,277000.0
Maruti,Wagon R 1.0,2017.0,Petrol,11995.0,2,Manual,Hatchback,Bengaluru,Karnataka,392000.0
Tata,Nexon,2022.0,Diesel,10422.0,1,Manual,SUV,Gurgaon,Haryana,1124200.0
Maruti,Ciaz,2019.0,Petrol,34053.0,1,Manual,Sedan,Delhi,Delhi,836000.0
Hyundai,Venue,2019.0,Petrol,24576.0,1,Automatic,SUV,New Delhi,Delhi,1031000.0
Hyundai,New Santro,2018.0,Petrol,5386.0,2,Manual,Hatchback,Hyderabad,Telangana,494000.0
Hyundai,New Santro,2021.0,Petrol,34138.0,1,Manual,Hatchback,Lucknow,Uttar Pradesh,526000.0
Hyundai,Verna,2018.0,Diesel,56134.0,2,Automatic,Sedan,Hyderabad,Telangana,1035400.0
Hyundai,Grand I10,2017.0,Petrol,28323.0,1,Manual,Hatchback,Delhi,Delhi,439300.0
Maruti,Alto 800,2015.0,Petrol,46994.0,2,Manual,Hatchback,Kolkata,West Bengal,214700.0
Hyundai,Grand I10,2017.0,Petrol,62017.0,1,Automatic,Hatchback,Ahmedabad,Gujarat,498700.0
Hyundai,Creta,2018.0,Petrol,19029.0,1,Manual,SUV,Delhi,Delhi,964000.0
Hyundai,New Santro,2018.0,Petrol,30223.0,2,Manual,Hatchback,Chennai,Tamil Nadu,399000.0
Kia,Seltos,2019.0,Petrol,19970.0,1,Manual,SUV,Pune,Maharashtra,1165300.0
Maruti,Swift,2020.0,Petrol,11552.0,1,Manual,Hatchback,Surat,Gujarat,706000.0
Maruti,Baleno,2018.0,Petrol,32235.0,1,Manual,Hatchback,Gurgaon,Haryana,613700.0
Maruti,Alto 800,2019.0,Petrol + Cng,91485.0,1,Manual,Hatchback,Thane,Maharashtra,346000.0
Maruti,New  Wagon-R,2019.0,Petrol,35822.0,1,Manual,Hatchback,Ahmedabad East,Gujarat,484700.0
Maruti,Swift Dzire,2013.0,Petrol,84755.0,2,Manual,Sedan,Bengaluru,Karnataka,529000.0
Nissan,Magnite,2022.0,Petrol,2164.0,1,Manual,Hatchback,Bangalore Central,Karnataka,1008100.0
Honda,City,2014.0,Petrol,52547.0,1,Manual,Sedan,Jaipur,Rajasthan,664000.0
Maruti,Swift,2013.0,Petrol,81979.0,2,Manual,Hatchback,Delhi,Delhi,331000.0
Maruti,Celerio X,2020.0,Petrol,29801.0,1,Manual,Hatchback,Vishakapatnam,Andhra Pradesh,518200.0
Honda,Amaze,2014.0,Petrol,66473.0,1,Manual,Sedan,Delhi,Delhi,394000.0
Hyundai,Aura,2022.0,Petrol + Cng,9215.0,1,Manual,Sedan,Panvel,Maharashtra,773900.0
Maruti,Dzire,2018.0,Diesel,50066.0,1,Automatic,Sedan,Chennai,Tamil Nadu,733000.0
Kia,Seltos,2020.0,Diesel,23502.0,1,Automatic,SUV,Lucknow,Uttar Pradesh,1364800.0
Maruti,Baleno,2015.0,Petrol,89353.0,1,Manual,Hatchback,Bhopal,Madhya Pradesh,565000.0
Renault,Kiger,2022.0,Petrol,4062.0,1,Automatic,SUV,Faridabad,Haryana,825400.0
Hyundai,I20,2012.0,Petrol,56159.0,1,Manual,Hatchback,Delhi,Delhi,338500.0
Maruti,Alto 800,2019.0,Petrol,13953.0,1,Manual,Hatchback,New Delhi,Delhi,351400.0
Hyundai,I10,2010.0,Petrol,80684.0,2,Automatic,Hatchback,Bengaluru,Karnataka,304000.0
Ford,Figo Aspire,2019.0,Petrol + Cng,47681.0,1,Manual,Sedan,Kalyan,Maharashtra,599400.0
Maruti,S Cross,2018.0,Diesel,47578.0,1,Manual,SUV,Bengaluru,Karnataka,936200.0
Maruti,Baleno,2021.0,Petrol,24530.0,1,Manual,Hatchback,Bahraich,Uttar Pradesh,662000.0
Honda,Brio,2014.0,Petrol,51326.0,1,Automatic,Hatchback,Thane,Maharashtra,397000.0
Honda,City,2017.0,Petrol,68828.0,2,Manual,Sedan,Ludhiana,Punjab,682600.0
Maruti,Baleno,2020.0,Petrol,42841.0,1,Manual,Hatchback,Cuddalore,Tamil Nadu,777300.0
Maruti,Alto,2021.0,Petrol + Cng,18354.0,1,Manual,Hatchback,Delhi,Delhi,414300.0
Maruti,Alto 800,2018.0,Petrol,20786.0,2,Manual,Hatchback,Chennai,Tamil Nadu,348000.0
Hyundai,New Santro,2019.0,Petrol,48799.0,1,Manual,Hatchback,Gurdaspur,Punjab,505900.0
Honda,Brio,2012.0,Petrol,42454.0,1,Manual,Hatchback,Gurgaon,Haryana,296000.0
Honda,Wr-V,2018.0,Petrol,90079.0,1,Manual,SUV,Gandhinagar,Gujarat,814000.0
Hyundai,New Elantra,2021.0,Petrol,4359.0,1,Automatic,Luxury Sedan,Chennai,Tamil Nadu,1364800.0
Maruti,Baleno,2018.0,Petrol,28969.0,1,Manual,Hatchback,Kolkata,West Bengal,558100.0
Maruti,Wagon R 1.0,2015.0,Petrol,50684.0,1,Manual,Hatchback,Hyderabad,Telangana,353000.0
Kia,Seltos,2020.0,Petrol,10381.0,1,Manual,SUV,Gurgaon,Haryana,1079000.0
Maruti,Swift,2017.0,Petrol,14307.0,1,Manual,Hatchback,Sonipat,Haryana,543000.0
Mahindra,Thar,2021.0,Petrol,5377.0,1,Automatic,SUV,Chennai,Tamil Nadu,1364800.0
Maruti,Dzire,2018.0,Petrol,30850.0,1,Manual,Sedan,Pen,Maharashtra,595800.0
Mahindra,Kuv100,2017.0,Petrol,16095.0,2,Manual,SUV,Chennai,Tamil Nadu,492000.0
Hyundai,Grand I10 Nios,2021.0,Petrol,2135.0,1,Manual,Hatchback,Bengaluru,Karnataka,754000.0
Ford,New Figo,2019.0,Petrol,23027.0,1,Manual,Hatchback,Chennai,Tamil Nadu,600200.0
Hyundai,Grand I10,2014.0,Petrol,75662.0,1,Automatic,Hatchback,Hyderabad,Telangana,474000.0
Maruti,Swift,2019.0,Petrol,1967.0,1,Manual,Hatchback,Mumbai,Maharashtra,689000.0
Maruti,Dzire,2017.0,Diesel,42688.0,1,Manual,Sedan,Mumbai,Maharashtra,706000.0
Maruti,Alto K10,2018.0,Petrol,12343.0,1,Manual,Hatchback,Bangalore South,Karnataka,373000.0
Hyundai,Grand I10,2017.0,Petrol,53475.0,1,Manual,Hatchback,Ahmedabad,Gujarat,543000.0
Ford,Ecosport,2020.0,Petrol,15344.0,1,Automatic,SUV,Kolkata,West Bengal,806900.0
Honda,City,2012.0,Petrol,87312.0,2,Manual,Sedan,Vasai,Maharashtra,406000.0
Tata,Nexon,2020.0,Petrol,20309.0,1,Manual,SUV,Bangalore South,Karnataka,947600.0
Maruti,Wagon R 1.0,2018.0,Petrol + Cng,64888.0,1,Manual,Hatchback,Mumbai,Maharashtra,482000.0
Hyundai,Creta,2018.0,Petrol,34127.0,1,Manual,SUV,Mumbai East,Maharashtra,1001100.0
Renault,Kwid,2018.0,Petrol,36217.0,1,Automatic,Hatchback,Bengaluru,Karnataka,405200.0
Maruti,New  Wagon-R,2019.0,Petrol,14216.0,1,Manual,Hatchback,Ambala,Haryana,470400.0
Maruti,Brezza,2022.0,Petrol,1286.0,1,Manual,Hatchback,Mumbai,Maharashtra,1188300.0
Maruti,Baleno,2017.0,Petrol,9299.0,1,Manual,Hatchback,New Delhi,Delhi,598000.0
Ford,Ecosport,2014.0,Petrol,38203.0,1,Manual,SUV,Kolkata,West Bengal,462200.0
Maruti,New  Wagon-R,2021.0,Petrol + Cng,36015.0,1,Manual,Hatchback,Chandigarh,Chandigarh,592800.0
Ford,Ecosport,2019.0,Petrol,64778.0,1,Manual,SUV,Navi Mumbai,Maharashtra,868000.0
Honda,Jazz,2016.0,Petrol,44464.0,1,Manual,Hatchback,Chennai,Tamil Nadu,539000.0
Honda,Amaze,2019.0,Diesel,93712.0,1,Manual,Sedan,Chennai,Tamil Nadu,721500.0
Maruti,Alto 800,2018.0,Petrol,68017.0,1,Manual,Hatchback,Patna,Bihar,299000.0
Skoda,Rapid,2013.0,Petrol,91539.0,2,Manual,Sedan,Kolkata,West Bengal,451800.0
Hyundai,Grand I10 Nios,2020.0,Petrol,15590.0,1,Manual,Hatchback,Chennai,Tamil Nadu,565000.0
Hyundai,Creta,2018.0,Diesel,38650.0,1,Automatic,SUV,Gurgaon,Haryana,1292000.0
Skoda,Rapid,2020.0,Petrol,25683.0,1,Manual,Sedan,Pune,Maharashtra,1013400.0
Mahindra,Xuv500,2018.0,Diesel,34983.0,2,Automatic,SUV,Vasai,Maharashtra,1364800.0
Tata,Nexon,2018.0,Diesel,78374.0,1,Manual,SUV,Ghaziabad,Uttar Pradesh,717899.0
Maruti,Alto,2020.0,Petrol,6327.0,3,Manual,Hatchback,Barasat,West Bengal,366000.0
Hyundai,New Elantra,2015.0,Diesel,85761.0,2,Automatic,Luxury Sedan,Pune,Maharashtra,924600.0
Hyundai,New Santro,2019.0,Petrol,17723.0,1,Automatic,Hatchback,Hyderabad,Telangana,515300.0
Maruti,Baleno,2018.0,Petrol,37499.0,1,Manual,Hatchback,Pune,Maharashtra,599000.0
Maruti,Ciaz,2019.0,Petrol,39267.0,1,Manual,Sedan,Mumbai West,Maharashtra,744000.0
Hyundai,Grand I10,2017.0,Petrol,17614.0,1,Manual,Hatchback,New Delhi,Delhi,529000.0
Ford,Ecosport,2020.0,Diesel,22498.0,1,Manual,SUV,Pen,Maharashtra,860800.0
Hyundai,Grand I10,2016.0,Petrol,53100.0,1,Automatic,Hatchback,Navi Mumbai,Maharashtra,541000.0
Maruti,Ciaz,2015.0,Petrol,60613.0,1,Manual,Sedan,Mumbai,Maharashtra,609000.0
Renault,Kwid,2020.0,Petrol,16118.0,2,Manual,Hatchback,Delhi West,Delhi,356700.0
Honda,Amaze,2014.0,Petrol,54128.0,2,Manual,Sedan,Bengaluru,Karnataka,407000.0
Maruti,Alto 800,2012.0,Petrol,86063.0,1,Manual,Hatchback,Sohana,Haryana,206000.0
Hyundai,Xcent,2018.0,Diesel,93077.0,1,Manual,Sedan,Kalyan,Maharashtra,518000.0
Hyundai,Elite I20,2019.0,Petrol,27205.0,1,Manual,Hatchback,Chennai,Tamil Nadu,623700.0
Maruti,Swift Dzire,2014.0,Petrol,55095.0,1,Manual,Sedan,Kalyan,Maharashtra,488000.0
Maruti,Alto K10,2012.0,Petrol,59976.0,1,Manual,Hatchback,Delhi,Delhi,199000.0
Maruti,Wagon R 1.0,2014.0,Petrol,61324.0,2,Manual,Hatchback,Hyderabad,Telangana,329300.0
Tata,Tiago,2021.0,Petrol,16183.0,1,Manual,Hatchback,Gurgaon,Haryana,613300.0
Honda,City,2018.0,Petrol,76317.0,2,Manual,Sedan,Vadodara,Gujarat,608900.0
Toyota,Urban Cruiser,2020.0,Petrol,10051.0,1,Manual,Hatchback,Mumbai West,Maharashtra,1061000.0
Maruti,S Cross,2021.0,Petrol,22190.0,2,Manual,Hatchback,Bengaluru,Karnataka,936100.0
Hyundai,Grand I10 Nios,2020.0,Petrol,30010.0,1,Manual,Hatchback,Bhopal,Madhya Pradesh,592200.0
Volkswagen,Tiguan,2018.0,Diesel,66433.0,2,Automatic,Luxury SUV,Pune,Maharashtra,1364800.0
Maruti,Baleno,2019.0,Petrol,42941.0,2,Manual,Hatchback,Indore,Madhya Pradesh,667600.0
Maruti,Alto,2019.0,Petrol,42280.0,1,Manual,Hatchback,Chennai,Tamil Nadu,401000.0
Renault,Kwid,2019.0,Petrol,89059.0,1,Manual,Hatchback,Mohali,Punjab,345000.0
Skoda,Rapid,2020.0,Petrol,9661.0,1,Automatic,Sedan,Pune,Maharashtra,1036000.0
Maruti,Wagon R 1.0,2018.0,Petrol,33632.0,2,Manual,Hatchback,Kolkata,West Bengal,317400.0
Honda,City,2018.0,Petrol,88963.0,1,Manual,Sedan,Chennai,Tamil Nadu,608400.0
Renault,Triber,2019.0,Petrol,17385.0,1,Manual,SUV,Pune,Maharashtra,617599.0
Ford,Freestyle,2018.0,Diesel,37060.0,2,Manual,Hatchback,Chengalpattu,Tamil Nadu,638000.0
Honda,City,2014.0,Petrol,49304.0,1,Manual,Sedan,Delhi,Delhi,647000.0
Hyundai,Grand I10,2017.0,Petrol,50018.0,2,Manual,Hatchback,Gurgaon,Haryana,448000.0
Maruti,Celerio,2016.0,Petrol,59919.0,1,Automatic,Hatchback,Bhopal,Madhya Pradesh,421000.0
Maruti,Celerio,2018.0,Petrol,64299.0,1,Manual,Hatchback,Sawaimadhopur,Rajasthan,481000.0
Renault,Kwid,2020.0,Petrol,19499.0,2,Manual,Hatchback,Hyderabad,Telangana,472000.0
Hyundai,Venue,2019.0,Petrol,28577.0,1,Manual,SUV,Ahmedabad East,Gujarat,881200.0
Maruti,Vitara Brezza,2019.0,Diesel,31785.0,1,Automatic,SUV,New Delhi,Delhi,892000.0
Hyundai,Elite I20,2015.0,Petrol,78491.0,2,Manual,Hatchback,Chennai,Tamil Nadu,484000.0
Volkswagen,Vento,2021.0,Petrol,23049.0,1,Manual,Sedan,Ahmedabad,Gujarat,771200.0
Hyundai,Eon,2018.0,Petrol,13842.0,2,Manual,Hatchback,Bangalore Central,Karnataka,394000.0
Honda,City,2017.0,Petrol,30069.0,1,Manual,Sedan,Bangalore Central,Karnataka,838600.0
Honda,Wr-V,2019.0,Petrol,38216.0,2,Manual,SUV,Mathura,Uttar Pradesh,732300.0
Tata,Nexon,2019.0,Diesel,64609.0,1,Automatic,SUV,Pune,Maharashtra,939000.0
Maruti,Swift,2017.0,Petrol + Cng,92171.0,1,Manual,Hatchback,Ahmedabad East,Gujarat,535000.0
Hyundai,Grand I10,2017.0,Petrol,54138.0,2,Manual,Hatchback,Bengaluru,Karnataka,581800.0
Tata,Hexa,2018.0,Diesel,44935.0,1,Automatic,SUV,Pune,Maharashtra,1364800.0
Hyundai,Grand I10 Nios,2019.0,Petrol,33116.0,1,Automatic,Hatchback,Delhi,Delhi,662400.0
Mg,Hector,2019.0,Petrol,29646.0,1,Automatic,SUV,Panvel,Maharashtra,1364800.0
Hyundai,Grand I10,2016.0,Petrol,59461.0,1,Manual,Hatchback,Delhi,Delhi,417000.0
Maruti,Celerio,2018.0,Petrol,89184.0,2,Automatic,Hatchback,Hyderabad,Telangana,447000.0
Hyundai,Elite I20,2017.0,Petrol,85348.0,2,Manual,Hatchback,Noida,Uttar Pradesh,539199.0
Maruti,Swift,2013.0,Petrol,37591.0,1,Manual,Hatchback,Mumbai,Maharashtra,396000.0
Maruti,Wagon R 1.0,2011.0,Petrol,37831.0,2,Manual,Hatchback,Delhi,Delhi,184799.0
Hyundai,Creta,2016.0,Petrol,20105.0,1,Manual,SUV,Pune,Maharashtra,1011100.0
Hyundai,Grand I10,2017.0,Petrol,25378.0,2,Manual,Hatchback,Chennai,Tamil Nadu,457000.0
Hyundai,New Elantra,2019.0,Diesel,25472.0,2,Manual,Luxury Sedan,Bengaluru,Karnataka,1342800.0
Hyundai,Grand I10 Nios,2020.0,Petrol,3309.0,1,Manual,Hatchback,Vasai,Maharashtra,684000.0
Honda,Wr-V,2017.0,Petrol,16768.0,1,Manual,SUV,Ludhiana,Punjab,639400.0
Hyundai,Grand I10,2017.0,Petrol,9847.0,1,Automatic,Hatchback,Delhi,Delhi,520600.0
Maruti,Wagon R 1.0,2018.0,Petrol + Cng,35275.0,1,Manual,Hatchback,Thane,Maharashtra,496000.0
Maruti,Alto K10,2018.0,Petrol,24358.0,1,Manual,Hatchback,Gadag,Karnataka,350000.0
Maruti,Wagon R 1.0,2014.0,Petrol,61027.0,2,Manual,Hatchback,Chidambaram,Tamil Nadu,278000.0
Hyundai,Grand I10,2016.0,Petrol,46696.0,1,Manual,Hatchback,Ambala,Haryana,425700.0
Hyundai,Grand I10 Nios,2021.0,Petrol + Cng,21187.0,1,Manual,Hatchback,Pune,Maharashtra,716400.0
Maruti,Swift,2022.0,Petrol,25341.0,1,Manual,Hatchback,Hyderabad,Telangana,854600.0
Maruti,Celerio,2014.0,Petrol,90006.0,1,Manual,Hatchback,Surat,Gujarat,336000.0
Volkswagen,Polo,2019.0,Petrol,32927.0,1,Manual,Hatchback,Pune,Maharashtra,681599.0
Hyundai,Creta,2016.0,Petrol,72825.0,1,Manual,SUV,Bengaluru,Karnataka,853400.0
Maruti,Celerio,2018.0,Petrol,38266.0,1,Automatic,Hatchback,Mumbai,Maharashtra,434000.0
Maruti,Wagon R 1.0,2016.0,Petrol,33177.0,2,Automatic,Hatchback,Pune,Maharashtra,386000.0
Hyundai,Elite I20,2019.0,Petrol,14449.0,1,Automatic,Hatchback,Mumbai,Maharashtra,804000.0
Jeep,Compass,2018.0,Diesel,58801.0,1,Manual,Luxury SUV,Hyderabad,Telangana,1364800.0
Maruti,New  Wagon-R,2020.0,Petrol + Cng,90293.0,1,Manual,Hatchback,Lucknow,Uttar Pradesh,579000.0
Maruti,Ciaz,2019.0,Petrol,28892.0,1,Manual,Sedan,Delhi,Delhi,750100.0
Honda,Wr-V,2019.0,Petrol,65225.0,1,Manual,SUV,Ahmedabad,Gujarat,616700.0
Toyota,Innova Crysta,2018.0,Diesel,40607.0,2,Automatic,SUV,Gurgaon,Haryana,1364800.0
Maruti,New  Wagon-R,2019.0,Petrol,13184.0,1,Manual,Hatchback,Ghaziabad,Uttar Pradesh,515000.0
Maruti,Dzire,2019.0,Petrol,21477.0,1,Automatic,Sedan,Ghaziabad,Uttar Pradesh,638800.0
Hyundai,Grand I10 Nios,2020.0,Petrol,8221.0,1,Manual,Hatchback,Dharwad,Karnataka,707000.0
Honda,City,2016.0,Petrol,48108.0,2,Manual,Sedan,Chennai,Tamil Nadu,661000.0
Volkswagen,Vento,2018.0,Diesel,78458.0,1,Automatic,Sedan,Ahmedabad,Gujarat,819400.0
Hyundai,Xcent,2017.0,Petrol,39496.0,1,Manual,Sedan,Chennai,Tamil Nadu,522700.0
Mahindra,Xuv 3Oo,2020.0,Petrol,30557.0,1,Manual,Hatchback,Delhi,Delhi,908200.0
Maruti,S Presso,2021.0,Petrol,9486.0,1,Manual,Hatchback,Gurgaon,Haryana,419700.0
Hyundai,Creta,2019.0,Petrol,16652.0,1,Automatic,SUV,Pune,Maharashtra,1364800.0
Mg,Hector,2019.0,Petrol,56633.0,1,Manual,SUV,Sangrur,Punjab,1319300.0
Hyundai,Grand I10,2017.0,Petrol,50433.0,1,Manual,Hatchback,Bengaluru,Karnataka,473500.0
Hyundai,Eon,2016.0,Petrol,37163.0,1,Manual,Hatchback,Surat,Gujarat,286800.0
Maruti,A Star,2013.0,Petrol,46530.0,2,Automatic,Hatchback,Pune,Maharashtra,300000.0
Hyundai,Elite I20,2018.0,Diesel,91106.0,1,Manual,Hatchback,Barrackpore,West Bengal,505200.0
Hyundai,I20,2014.0,Petrol,53268.0,2,Manual,Hatchback,Kolkata,West Bengal,369000.0
Hyundai,Verna,2016.0,Petrol,57922.0,1,Manual,Sedan,Hyderabad,Telangana,717000.0
Maruti,Ignis,2017.0,Petrol,23630.0,1,Automatic,Hatchback,Pune,Maharashtra,485000.0
Hyundai,Grand I10 Nios,2020.0,Petrol,53864.0,1,Manual,Hatchback,Rajkot,Gujarat,611999.0
Hyundai,I20 Active,2016.0,Petrol,54989.0,2,Manual,Hatchback,Mumbai West,Maharashtra,475800.0
Tata,Nexon,2018.0,Diesel,50043.0,2,Manual,SUV,Pune,Maharashtra,950000.0
Honda,Wr-V,2021.0,Petrol,22329.0,1,Manual,SUV,Indore,Madhya Pradesh,860800.0
Honda,Amaze,2016.0,Petrol,32931.0,1,Manual,Sedan,Vasai,Maharashtra,473000.0
Maruti,Wagon R 1.0,2016.0,Petrol,65364.0,1,Manual,Hatchback,Nadiad,Gujarat,401700.0
Hyundai,Aura,2020.0,Petrol,23744.0,1,Manual,Hatchback,Delhi,Delhi,742000.0
Honda,City,2022.0,Petrol,8145.0,1,Automatic,Sedan,Kalyan,Maharashtra,1364800.0
Maruti,Swift,2021.0,Petrol,4888.0,1,Manual,Hatchback,Ghaziabad,Uttar Pradesh,590000.0
Maruti,S Presso,2021.0,Petrol + Cng,3507.0,1,Manual,Hatchback,Haveri,Karnataka,472099.0
Maruti,Alto,2012.0,Petrol,30473.0,1,Manual,Hatchback,Bangalore South,Karnataka,280000.0
Maruti,Wagon R 1.0,2018.0,Petrol,39018.0,1,Manual,Hatchback,Chennai,Tamil Nadu,426400.0
